City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
166,Charters Towers,AU,2021-05-31 14:59:19,-20.1,146.2667,58.46,92,40,9.06
167,Fairbanks,US,2021-05-31 14:55:32,64.8378,-147.7164,57.22,67,90,0.0
168,Belmonte,BR,2021-05-31 14:59:20,-15.8631,-38.8828,81.1,78,92,8.03
169,Porto Walter,BR,2021-05-31 14:59:20,-8.2686,-72.7439,76.5,86,100,2.55
170,Svetlogorsk,BY,2021-05-31 14:59:20,52.6333,29.7333,55.29,67,92,7.56
171,Mbala,ZM,2021-05-31 14:59:21,-8.8402,31.3659,67.26,46,17,4.81
172,Grindavik,IS,2021-05-31 14:59:21,63.8424,-22.4338,50.47,71,75,21.99
173,Bredasdorp,ZA,2021-05-31 14:59:22,-34.5322,20.0403,63.72,55,28,10.63
174,Storozhevaya,RU,2021-05-31 14:59:22,43.8789,41.4514,65.26,82,52,6.08
175,Saskylakh,RU,2021-05-31 14:59:22,71.9167,114.0833,46.63,72,68,13.49
176,Narsaq,GL,2021-05-31 14:59:23,60.9167,-46.05,46.24,57,82,7.0
177,Bethel,US,2021-05-31 14:59:23,41.3712,-73.414,55.51,85,90,1.99
178,Luderitz,NA,2021-05-31 14:59:23,-26.6481,15.1594,65.98,57,0,27.27
179,Russell,US,2021-05-31 14:59:24,32.3502,-85.1999,76.78,67,34,8.86
180,Saint George,US,2021-05-31 14:57:34,37.1041,-113.5841,77.47,18,24,1.01
181,Yellowknife,CA,2021-05-31 14:54:48,62.456,-114.3525,46.33,65,20,5.99
182,Gat,IL,2021-05-31 14:59:24,31.61,34.7642,90.79,30,0,10.25
183,Nabire,ID,2021-05-31 14:55:09,-3.3667,135.4833,76.24,94,100,2.01
184,Esperance,AU,2021-05-31 14:59:25,-33.8667,121.9,58.84,84,100,26.64
185,Lomovka,RU,2021-05-31 14:59:25,53.9194,58.3672,74.32,84,83,5.3
186,Cidreira,BR,2021-05-31 14:59:26,-30.1811,-50.2056,58.1,42,0,7.87
187,Lebu,CL,2021-05-31 14:59:26,-37.6167,-73.65,57.58,95,100,11.88
188,San Patricio,US,2021-05-31 14:59:26,28.017,-97.5169,84.29,68,43,15.26
189,Badia Polesine,IT,2021-05-31 14:59:27,45.0972,11.4916,74.1,46,58,0.76
190,Victor Harbor,AU,2021-05-31 14:59:27,-35.5667,138.6167,57.9,37,94,8.03
191,Mandalgovi,MN,2021-05-31 14:59:27,45.7625,106.2708,43.7,30,48,9.69
192,Mar Del Plata,AR,2021-05-31 14:59:28,-38.0023,-57.5575,62.1,58,20,3.0
193,Inhambane,MZ,2021-05-31 14:59:28,-23.865,35.3833,75.18,69,75,5.01
194,Luancheng,CN,2021-05-31 14:59:29,37.8792,114.6517,64.56,72,98,6.04
195,Santa Maria Visitacion,GT,2021-05-31 14:59:29,14.7167,-91.3167,69.03,73,92,1.59
196,Sorong,ID,2021-05-31 14:59:29,-0.8833,131.25,79.52,88,100,10.38
197,Kenora,CA,2021-05-31 14:59:30,49.8167,-94.4337,58.39,76,20,5.75
198,Yomou,GN,2021-05-31 14:59:30,7.5603,-9.2653,84.02,62,100,2.3
199,Laguna,US,2021-05-31 14:59:31,38.421,-121.4238,84.09,55,1,0.96
200,Banda Aceh,ID,2021-05-31 14:59:31,5.5577,95.3222,80.29,82,97,13.02
201,Kavieng,PG,2021-05-31 14:59:32,-2.5744,150.7967,78.22,89,100,5.99
202,Fergus Falls,US,2021-05-31 14:59:32,46.283,-96.0776,61.18,64,1,4.0
203,Sinnamary,GF,2021-05-31 14:59:32,5.3833,-52.95,76.12,94,100,8.84
204,Salme,NP,2021-05-31 14:59:33,28.0369,85.0942,68.29,82,22,4.85
205,Toamasina,MG,2021-05-31 14:59:33,-18.1667,49.3833,80.6,74,20,5.75
206,Namatanai,PG,2021-05-31 14:59:33,-3.6667,152.4333,79.29,85,100,5.14
207,Aasiaat,GL,2021-05-31 14:59:34,68.7098,-52.8699,32.58,89,100,5.28
208,Champerico,GT,2021-05-31 14:59:34,14.3,-91.9167,91.76,63,96,2.77
209,Kangasala,FI,2021-05-31 14:59:34,61.4638,24.076,61.14,56,80,12.24
210,Tiarei,PF,2021-05-31 14:59:35,-17.5333,-149.3333,71.62,65,37,15.26
211,East Wenatchee Bench,US,2021-05-31 14:59:35,47.4257,-120.2812,65.89,46,94,1.99
212,Gerash,IR,2021-05-31 14:59:36,27.6652,54.1371,107.74,8,0,9.4
213,Sorland,NO,2021-05-31 14:59:36,67.667,12.6934,50.07,88,100,5.57
214,Padang,ID,2021-05-31 14:59:37,-0.9492,100.3543,79.03,84,89,2.19
215,Barrow,US,2021-05-31 14:59:37,71.2906,-156.7887,28.47,89,100,9.98
216,Vao,NC,2021-05-31 14:59:37,-22.6667,167.4833,69.3,59,100,17.67
217,Ust-Karsk,RU,2021-05-31 14:59:38,52.7011,118.8077,51.44,97,100,5.7
218,Nanortalik,GL,2021-05-31 14:59:38,60.1432,-45.2371,38.73,78,50,13.0
219,Bud,US,2021-05-31 14:59:38,39.447,-86.1758,64.89,70,97,5.48
220,Vardo,NO,2021-05-31 14:59:39,70.3705,31.1107,46.6,83,100,27.29
221,Mitsamiouli,KM,2021-05-31 14:59:39,-11.3847,43.2844,79.79,73,22,7.63
222,Bonavista,CA,2021-05-31 14:59:39,48.6499,-53.1147,64.4,66,93,11.39
223,Dalvik,IS,2021-05-31 14:59:40,65.9702,-18.5286,57.13,48,86,11.68
224,Karratha,AU,2021-05-31 14:59:40,-20.7377,116.8463,70.68,46,99,15.17
225,Kenai,US,2021-05-31 14:59:40,60.5544,-151.2583,46.15,85,93,8.48
226,Ridgecrest,US,2021-05-31 14:56:46,35.6225,-117.6709,86.68,8,42,3.91
227,Severo-Kurilsk,RU,2021-05-31 14:59:41,50.6789,156.125,37.04,98,100,27.81
228,Hasaki,JP,2021-05-31 14:59:41,35.7333,140.8333,61.29,70,84,4.81
229,Naze,JP,2021-05-31 14:59:42,28.3667,129.4833,71.42,77,56,16.82
230,Mehamn,NO,2021-05-31 14:59:42,71.0357,27.8492,42.71,93,100,25.55
231,Lonar,IN,2021-05-31 14:59:42,19.9833,76.5333,86.18,49,93,5.97
232,Faanui,PF,2021-05-31 14:59:43,-16.4833,-151.75,78.4,68,100,14.58
233,Bonaventure,CA,2021-05-31 14:59:43,48.0457,-65.4926,48.78,100,100,9.95
234,Strezhevoy,RU,2021-05-31 14:59:44,60.7333,77.5889,51.78,73,100,16.31
235,Belaya Gora,RU,2021-05-31 14:59:44,68.5333,146.4167,55.51,45,32,6.67
236,Hovd,MN,2021-05-31 14:59:44,48.0056,91.6419,53.4,35,0,7.18
237,Grand Gaube,MU,2021-05-31 14:55:07,-20.0064,57.6608,75.6,75,0,4.0
238,San Quintin,MX,2021-05-31 14:59:45,30.4833,-115.95,61.16,73,54,4.23
239,Talcahuano,CL,2021-05-31 14:59:45,-36.7167,-73.1167,56.88,94,90,10.36
240,Qingyuan,CN,2021-05-31 14:59:46,23.7,113.0333,81.91,94,100,5.14
241,Wichita,US,2021-05-31 14:57:03,37.6922,-97.3375,61.57,94,90,1.99
242,Bachaquero,VE,2021-05-31 14:59:46,9.9694,-71.1494,85.48,67,100,7.4
243,Jimma,ET,2021-05-31 14:59:46,7.6667,36.8333,73.74,57,60,2.19
244,Yeppoon,AU,2021-05-31 14:59:47,-23.1333,150.7333,58.78,77,3,12.97
245,Yulara,AU,2021-05-31 14:59:47,-25.2406,130.9889,60.64,33,90,2.3
246,Sucua,EC,2021-05-31 14:59:47,-2.4667,-78.1667,70.54,88,20,2.64
247,Constitucion,CL,2021-05-31 14:59:48,-35.3333,-72.4167,61.57,86,95,5.12
248,Punta Alta,AR,2021-05-31 14:57:47,-38.8759,-62.0736,54.84,65,98,6.15
249,Puerto Colombia,CO,2021-05-31 14:59:48,10.9878,-74.9547,87.89,70,56,14.45
250,Leningradskiy,RU,2021-05-31 14:59:49,69.3833,178.4167,28.38,96,84,11.07
251,Arraial Do Cabo,BR,2021-05-31 14:59:49,-22.9661,-42.0278,75.16,88,75,6.91
252,Norrkoping,SE,2021-05-31 14:59:49,58.5942,16.1826,74.19,40,40,10.36
253,Palora,EC,2021-05-31 14:59:50,-1.7,-77.9333,73.51,91,92,2.04
254,Coquimbo,CL,2021-05-31 14:59:50,-29.9533,-71.3436,56.93,71,0,7.18
255,Moose Factory,CA,2021-05-31 14:59:51,51.2585,-80.6094,64.4,48,1,14.97
256,Evanston,US,2021-05-31 14:59:51,42.0411,-87.6901,68.72,55,90,1.01
257,Muros,ES,2021-05-31 14:59:51,42.7762,-9.0603,82.9,64,34,4.32
258,Nouakchott,MR,2021-05-31 14:59:52,18.0858,-15.9785,84.13,67,48,19.39
259,New Amsterdam,GY,2021-05-31 14:59:52,6.25,-57.5167,80.69,88,75,5.28
260,Coahuayana,MX,2021-05-31 14:59:52,18.7333,-103.6833,89.24,39,77,1.95
261,Goderich,CA,2021-05-31 14:59:53,43.7501,-81.7165,69.03,51,54,9.22
262,Broome,US,2021-05-31 14:59:43,42.2506,-75.833,63.7,71,25,3.0
263,Bay Roberts,CA,2021-05-31 14:59:53,47.5999,-53.2648,65.95,63,76,8.01
264,Flinders,AU,2021-05-31 14:59:54,-34.5833,150.8552,50.38,81,2,1.01
265,Piracanjuba,BR,2021-05-31 14:59:54,-17.3028,-49.0167,85.86,33,96,3.94
266,Fontem,CM,2021-05-31 14:59:54,5.4685,9.8818,76.26,79,99,2.01
267,Damietta,EG,2021-05-31 14:59:55,31.4165,31.8133,80.49,64,0,16.78
268,Maneadero,MX,2021-05-31 14:59:55,31.7167,-116.5667,59.11,83,55,1.01
269,Port-Gentil,GA,2021-05-31 14:59:55,-0.7193,8.7815,82.36,83,75,10.36
270,Soyo,AO,2021-05-31 14:59:56,-6.1349,12.3689,84.25,74,2,10.58
271,Port Hardy,CA,2021-05-31 14:59:56,50.6996,-127.4199,55.58,100,90,3.44
272,Kayasula,RU,2021-05-31 14:59:57,44.325,45.0,80.64,43,2,2.37
273,Ambon,ID,2021-05-31 14:59:57,-3.6954,128.1814,77.14,88,40,9.98
274,Billings,US,2021-05-31 14:55:23,45.7833,-108.5007,60.51,57,43,4.0
275,Hutchinson,US,2021-05-31 14:56:58,38.0608,-97.9298,60.75,93,90,6.91
276,Makat,KZ,2021-05-31 14:59:57,47.6469,53.3463,71.44,69,72,6.2
277,Omboue,GA,2021-05-31 14:59:58,-1.5746,9.2618,81.37,75,100,9.98
278,Ilhabela,BR,2021-05-31 14:59:58,-23.7781,-45.3581,70.7,93,97,7.2
279,Saldanha,ZA,2021-05-31 14:59:59,-33.0117,17.9442,62.65,74,10,12.15
280,Phangnga,TH,2021-05-31 14:59:59,8.4509,98.5298,87.82,89,98,3.42
281,Ugoofaaru,MV,2021-05-31 14:59:59,5.6667,73.0,83.53,74,75,19.37
282,Emilio Carranza,MX,2021-05-31 15:00:00,19.9711,-96.6114,83.89,66,66,5.88
283,Fortuna,US,2021-05-31 14:59:53,40.5982,-124.1573,57.65,89,78,4.5
284,Pinhao,BR,2021-05-31 15:00:00,-25.6956,-51.6597,62.92,68,95,2.73
285,Mount Pleasant,US,2021-05-31 14:57:00,32.7941,-79.8626,73.0,69,20,1.01
286,Mayo,US,2021-05-31 15:00:01,38.8876,-76.5119,69.15,62,10,4.0
